Order ID,Customer Name,Order Date,Order Priority,Product Name,Unit Price,Quantity
26918,Russell Applegate,4/6/2009,Low,beef,4.84,16
27456,Duane Benoit,4/10/2009,Not Specified,spread cheese,328.14,29
28420,Bill Donatelli,9/24/2009,Low,citrus fruit,15.57,2
29318,Bobby Odegard,6/30/2011,Not Specified,canned beer,138.14,21
29318,Bobby Odegard,6/30/2011,Not Specified,rolls/buns,125.99,34
30016,Bill Donatelli,1/3/2009,Critical,pip fruit,5.28,15
30016,Bill Donatelli,1/3/2009,Critical,pip fruit,110.99,8
33255,Russell Applegate,6/24/2010,Critical,whole milk,5.28,19
35104,Bill Donatelli,4/22/2012,High,chocolate,29.99,1
35104,Bill Donatelli,4/22/2012,High,sausage,19.94,18
35142,Joel Jenkins,4/22/2010,Low,pip fruit,20.24,11
35584,Joel Jenkins,5/3/2011,Medium,other vegetables,9.71,15
35908,Brad Eason,12/12/2010,Not Specified,dessert,5.78,40
35908,Brad Eason,12/12/2010,Not Specified,frankfurter,12.21,45
36706,Brad Eason,4/11/2009,Not Specified,citrus fruit,20.98,47
36706,Brad Eason,4/11/2009,Not Specified,citrus fruit,48.04,7
37121,Bill Donatelli,3/15/2011,Not Specified,pip fruit,216.6,44
38528,Russell Applegate,12/20/2011,Critical,tropical fruit,85.99,36
38853,Duane Benoit,3/23/2012,Low,frankfurter,65.99,13
39590,Jason Gross,5/14/2011,Low,pip fruit,7.64,9
40707,Harold Pawlan,6/11/2009,High,canned beer,65.99,26
40961,Bill Donatelli,3/30/2011,Medium,pork,3.15,7
41026,Duane Benoit,4/19/2011,Medium,rolls/buns,89.99,8
41026,Duane Benoit,4/19/2011,Medium,canned beer,3.14,19
41543,Bill Donatelli,2/6/2009,Low,citrus fruit,160.98,45
41543,Bill Donatelli,2/6/2009,Low,grapes,65.99,24
41606,Brad Eason,6/23/2009,High,tropical fruit,200.98,23
41606,Brad Eason,6/23/2009,High,frozen fish,2.78,30
41926,Harold Pawlan,2/5/2011,High,tropical fruit,6.48,17
41926,Harold Pawlan,2/5/2011,High,beverages,34.76,43
50533,Adam Bellavance,5/31/2011,Not Specified,sausage,64.65,32
50533,Adam Bellavance,5/31/2011,Not Specified,whole milk,15.23,3
51747,Harold Pawlan,7/5/2012,Medium,sausage,3.69,3
53314,Cari Sayre,9/19/2010,High,pork,78.69,33
53314,Cari Sayre,9/19/2010,High,whole milk,145.98,15
54791,Lisa DeCherney,12/20/2012,High,sausage,90.98,45
54912,Harold Pawlan,7/21/2011,Low,pastry,6.69,17
55269,Adam Bellavance,3/7/2010,Medium,soda,30.98,1
56101,Bill Donatelli,7/19/2010,Not Specified,tropical fruit,14.42,1
56101,Bill Donatelli,7/19/2010,Not Specified,whole milk,122.99,44
56582,Harold Pawlan,6/12/2009,Low,canned beer,130.98,36
56677,Roy Skaria,4/11/2009,High,pip fruit,12.22,35
58725,Joel Jenkins,5/20/2010,Not Specified,turkey,7.04,20
59683,Bill Donatelli,10/13/2012,Not Specified,yogurt,4.91,37
837,Sean O'Donnell,6/14/2009,Not Specified,whipped/sour cream,5.84,11
1059,Sean O'Donnell,2/26/2009,Critical,finished products,5.34,22
1059,Sean O'Donnell,2/26/2009,Critical,sausage,40.98,24
1826,Susan Vittorini,4/15/2012,Not Specified,other vegetables,4.98,5
2020,Sandra Glassco,6/20/2010,Medium,newspapers,5.02,42
10340,Sandra Glassco,6/22/2011,High,white wine,320.98,24
10340,Sandra Glassco,6/22/2011,High,sausage,110.98,2
10340,Sandra Glassco,6/22/2011,High,misc. beverages,22.01,15
11044,Sandra Glassco,6/24/2012,Medium,yogurt,3.28,3
13313,Skye Norling,7/16/2009,Not Specified,beef,12.99,18
13313,Skye Norling,7/16/2009,Not Specified,other vegetables,35.44,22
13313,Skye Norling,7/16/2009,Not Specified,photo/film,12.98,45
15718,Sean O'Donnell,1/27/2009,Critical,tropical fruit,2.94,36
17506,Susan Vittorini,2/28/2010,Low,sausage,294.62,33
20003,Shirley Schmidt,1/30/2012,Medium,frankfurter,19.98,39
20805,Sandra Glassco,1/10/2011,High,tropical fruit,5.53,12
20805,Sandra Glassco,1/10/2011,High,citrus fruit,12.58,35
20805,Sandra Glassco,1/10/2011,High,pork,4.28,3
20805,Sandra Glassco,1/10/2011,High,soda,3.85,12
23524,Sandra Glassco,4/28/2009,High,whole milk,4.13,28
23524,Sandra Glassco,4/28/2009,High,cookware,55.48,46
29860,Skye Norling,9/13/2009,Critical,butter,178.47,48
30787,Sandra Glassco,9/27/2011,High,frozen vegetables,175.99,43
37440,Rick Wilson,6/23/2010,Not Specified,chicken,9.38,31
39872,Sandra Glassco,2/22/2010,Critical,frankfurter,2.88,5
39943,Rick Wilson,6/7/2012,High,tropical fruit,1.7,16
39943,Rick Wilson,6/7/2012,High,root vegetables,20.99,12
42405,Skye Norling,1/21/2010,High,meat,5.98,13
47171,Sandra Glassco,1/7/2010,Medium,hamburger meat,6.48,21
47171,Sandra Glassco,1/7/2010,Medium,tropical fruit,2.67,19
47171,Sandra Glassco,1/7/2010,Medium,whole milk,217.85,32
48576,Sandra Glassco,12/1/2012,Not Specified,whole milk,28.53,17
48576,Sandra Glassco,12/1/2012,Not Specified,hamburger meat,6.48,47
53984,Rick Wilson,12/10/2012,Medium,frankfurter,6.88,23
129,Pauline Chand,11/18/2012,Low,soda,6.48,4
388,Jennifer Halladay,12/15/2012,Not Specified,whipped/sour cream,11.7,46
1345,Ritsa Hightower,10/27/2012,Low,whole milk,100.98,24
1793,Joni Blumstein,7/11/2012,Not Specified,citrus fruit,6.28,36
2209,Pete Armstrong,7/9/2012,High,pip fruit,320.98,27
2209,Pete Armstrong,7/9/2012,High,root vegetables,4.76,1
2209,Pete Armstrong,7/9/2012,High,pip fruit,4.28,42
2209,Pete Armstrong,7/9/2012,High,onions,125.99,13
2947,Pete Armstrong,4/25/2011,Critical,tropical fruit,6.48,8
3271,Joni Blumstein,12/31/2011,Critical,other vegetables,264.98,45
3271,Joni Blumstein,12/31/2011,Critical,citrus fruit,8.34,18
4321,Pauline Chand,7/17/2009,Medium,canned beer,30.53,47
4545,Pauline Chand,1/16/2010,Not Specified,root vegetables,4,33
4545,Pauline Chand,1/16/2010,Not Specified,tropical fruit,6.48,4
5572,Anna Gayman,7/16/2009,High,butter milk,7.37,37
5703,Joni Blumstein,5/15/2010,Medium,root vegetables,12.28,29
5920,Nat Gilpin,11/19/2009,High,pork,155.06,4
6311,Anna Gayman,2/10/2010,Medium,pip fruit,85.99,18
8231,Pauline Chand,10/18/2012,Critical,canned beer,2.88,27
8231,Pauline Chand,10/18/2012,Critical,tropical fruit,19.98,5
8709,Rose O'Brian,3/8/2009,High,pork,51.98,50
8709,Rose O'Brian,3/8/2009,High,pip fruit,80.97,11
9765,Rose O'Brian,10/12/2012,Low,rolls/buns,128.24,26
10147,Jennifer Halladay,10/9/2010,High,meat,4.24,22
11876,Joni Blumstein,7/3/2011,High,soda,107.53,47
12224,Joni Blumstein,12/12/2009,High,root vegetables,124.49,2
12224,Joni Blumstein,12/12/2009,High,root vegetables,35.99,29
12256,Joni Blumstein,12/18/2012,Medium,sausage,2.88,44
12261,Ritsa Hightower,10/23/2010,Low,butter,200.98,12
12261,Ritsa Hightower,10/23/2010,Low,sauces,3.98,4
12261,Ritsa Hightower,10/23/2010,Low,beef,14.56,19
12261,Ritsa Hightower,10/23/2010,Low,ham,8.74,23
12261,Ritsa Hightower,10/23/2010,Low,rolls/buns,178.47,15
13408,Joni Blumstein,2/14/2009,Low,tropical fruit,60.65,4
13444,Pete Armstrong,1/5/2012,High,sausage,4.76,33
13601,Joni Blumstein,8/16/2012,Low,tropical fruit,49.43,17
13894,Rose O'Brian,4/10/2012,Medium,soda,2.94,31
13894,Rose O'Brian,4/10/2012,Medium,whole milk,35.99,50
16480,Nat Gilpin,12/6/2009,Not Specified,pip fruit,5.4,14
17858,Becky Castell,9/25/2010,Medium,whole milk,8.33,21
17858,Becky Castell,9/25/2010,Medium,chicken,30.98,12
17858,Becky Castell,9/25/2010,Medium,root vegetables,22.98,46
18561,Joni Blumstein,1/9/2009,Not Specified,rolls/buns,4.13,9
19777,Pauline Chand,10/19/2012,Not Specified,butter,15.01,22
19777,Pauline Chand,10/19/2012,Not Specified,tropical fruit,59.78,2
19777,Pauline Chand,10/19/2012,Not Specified,sausage,155.99,24
21601,Nat Gilpin,4/6/2011,Low,soda,113.64,20
21670,Joni Blumstein,1/11/2011,High,rolls/buns,78.69,24
23489,Ritsa Hightower,8/28/2012,High,tropical fruit,47.98,42
24486,Pete Armstrong,4/22/2011,Medium,tropical fruit,8.12,3
24486,Pete Armstrong,4/22/2011,Medium,UHT-milk,1.76,14
24869,Nat Gilpin,6/10/2009,Not Specified,root vegetables,8.85,14
25697,Joni Blumstein,4/26/2011,Low,pip fruit,8.46,46
27490,Daniel Raglin,3/14/2012,Not Specified,whole milk,31.74,18
27844,Rose O'Brian,6/29/2011,Low,dessert,4.98,27
28451,Pauline Chand,1/5/2009,Critical,other vegetables,194.3,21
28451,Pauline Chand,1/5/2009,Critical,pork,209.84,41
28451,Pauline Chand,1/5/2009,Critical,frankfurter,145.45,33
28482,Jennifer Halladay,3/8/2010,Critical,whole milk,5.08,22
28482,Jennifer Halladay,3/8/2010,Critical,frankfurter,4.28,40
28642,Pauline Chand,1/18/2011,High,whipped/sour cream,5.28,41
28642,Pauline Chand,1/18/2011,High,curd,65.99,27
29380,Anna Gayman,4/27/2009,Not Specified,other vegetables,12.28,13
32036,Pauline Chand,10/5/2011,Medium,ham,54.96,6
32036,Pauline Chand,10/5/2011,Medium,whole milk,14.97,25
32295,Pauline Chand,1/7/2009,High,whole milk,65.99,11
33505,Pete Armstrong,9/25/2010,Low,soda,4,32
33505,Pete Armstrong,9/25/2010,Low,margarine,85.99,35
34086,Nat Gilpin,4/29/2012,High,pip fruit,65.99,41
34209,Ritsa Hightower,8/24/2010,High,other vegetables,14.2,48
34209,Ritsa Hightower,8/24/2010,High,whole milk,35.44,29
36807,Daniel Raglin,3/16/2009,Medium,pork,15.57,14
37318,Nat Gilpin,4/15/2010,Medium,sausage,33.98,32
38496,Pauline Chand,2/20/2010,Critical,curd,4.98,23
41702,Corinna Mitchell,12/22/2010,Not Specified,canned beer,152.48,21
41702,Corinna Mitchell,12/22/2010,Not Specified,napkins,4.28,5
44706,Ritsa Hightower,3/30/2010,Low,chewing gum,424.21,18
44706,Ritsa Hightower,3/30/2010,Low,ice cream,1.48,33
45347,Ritsa Hightower,9/29/2010,Medium,bottled water,880.98,10
45347,Ritsa Hightower,9/29/2010,Medium,liver loaf,599.99,41
46627,Eva Jacobs,6/11/2009,Critical,citrus fruit,5.28,3
46627,Eva Jacobs,6/11/2009,Critical,chicken,65.99,24
47168,Corinna Mitchell,6/21/2009,Not Specified,citrus fruit,119.99,24
47168,Corinna Mitchell,6/21/2009,Not Specified,bottled water,6.48,42
50051,Jas O'Carroll,10/4/2009,Medium,pip fruit,5.53,17
50051,Jas O'Carroll,10/4/2009,Medium,whole milk,41.47,4
50433,Jennifer Halladay,1/19/2012,Critical,hamburger meat,145.45,50
50721,Jennifer Halladay,2/27/2012,High,turkey,304.99,33
50758,Ritsa Hightower,7/12/2012,Medium,ham,6.68,17
50883,Pauline Chand,6/1/2012,Low,citrus fruit,180.98,35
51524,Pauline Chand,3/14/2010,Medium,sausage,167.27,16
51524,Pauline Chand,3/14/2010,Medium,yogurt,20.99,20
52322,Joni Blumstein,2/2/2010,Low,butter,3.95,1
52932,Joni Blumstein,5/12/2012,Low,chicken,6.48,3
52995,Nat Gilpin,3/15/2012,Not Specified,beverages,3.36,8
53024,Ritsa Hightower,5/12/2012,Not Specified,onions,20.28,9
53024,Ritsa Hightower,5/12/2012,Not Specified,bottled beer,55.99,46
54145,Joni Blumstein,1/2/2010,Low,butter,2.08,34
55840,Jas O'Carroll,8/17/2009,Medium,root vegetables,4.98,11
56930,Eva Jacobs,8/17/2012,Low,sausage,101.41,10
57570,Daniel Raglin,9/28/2012,High,ham,70.98,27
58051,Pauline Chand,3/20/2012,High,soda,39.98,6
59392,Pauline Chand,6/26/2010,Medium,chicken,2.12,19
59392,Pauline Chand,6/26/2010,Medium,sausage,28.48,45
3136,Paul Prost,8/9/2009,Not Specified,other vegetables,30.98,8
3648,Philip Brown,6/16/2010,Low,whole milk,3.15,46
3648,Philip Brown,6/16/2010,Low,root vegetables,195.99,34
6246,Philip Brown,10/21/2009,Not Specified,chicken,3.93,13
9028,Michael Nguyen,12/21/2010,Low,tropical fruit,306.14,48
9478,Philip Brown,3/28/2009,High,pork,10.4,48
9478,Philip Brown,3/28/2009,High,tropical fruit,4.28,48
12323,Lisa DeCherney,4/2/2011,Not Specified,chicken,15.15,32
12323,Lisa DeCherney,4/2/2011,Not Specified,other vegetables,7.38,4
13830,Michael Nguyen,12/21/2009,High,whipped/sour cream,90.48,27
14791,Lisa DeCherney,2/14/2010,Medium,whole milk,65.99,29
18085,Lisa DeCherney,9/25/2011,High,root vegetables,348.21,23
18085,Lisa DeCherney,9/25/2011,High,sausage,195.99,33
20674,Philip Brown,12/8/2010,High,frozen vegetables,500.97,37
24903,Paul Prost,10/19/2010,Low,beef,48.91,33
25735,Lisa DeCherney,12/30/2010,Not Specified,root vegetables,5.58,45
29762,Philip Brown,8/3/2010,Critical,rolls/buns,95.95,33
29856,Lisa DeCherney,6/8/2012,Medium,canned beer,4.98,24
32580,Paul MacIntyre,9/15/2011,High,sweet spreads,7.4,23
32580,Paul MacIntyre,9/15/2011,High,beef,6.48,38
34017,Paul Prost,3/23/2009,High,frozen vegetables,4.84,20
34017,Paul Prost,3/23/2009,High,bottled water,14.98,28
42597,Paul Prost,3/25/2010,Medium,domestic eggs,4.98,5
46884,Paul Prost,1/17/2009,Medium,ice cream,11.55,25
52325,Paul MacIntyre,7/14/2012,Not Specified,ice cream,223.98,23
53382,Paul MacIntyre,12/27/2009,Not Specified,butter,3.25,13
53382,Paul MacIntyre,12/27/2009,Not Specified,sausage,300.98,15
53728,Paul MacIntyre,10/22/2011,High,ham,58.1,27
65,Tamara Dahlen,3/17/2011,Critical,citrus fruit,115.79,32
230,Erin Creighton,10/26/2010,Critical,red/blush wine,43.98,47
230,Erin Creighton,10/26/2010,Critical,butter,125.99,11
355,Henry MacAllister,6/13/2009,Low,whole milk,85.99,16
449,Candace McMahon,7/19/2011,High,hard cheese,7.38,45
640,Tamara Chand,1/22/2010,High,hygiene articles,120.98,39
640,Tamara Chand,1/22/2010,High,soups,18.97,24
646,Duane Huffman,11/21/2009,High,pastry,9.31,18
835,Duane Huffman,10/7/2011,Not Specified,onions,6.48,18
896,Edward Nazzal,3/8/2010,Critical,ice cream,24.92,50
994,Kelly Lampkin,4/19/2009,Low,herbs,3.58,38
1057,Anthony Witt,2/19/2012,Critical,citrus fruit,8.46,41
1538,Ted Trevino,6/17/2011,Not Specified,white bread,95.99,15
1701,Ed Ludwig,5/18/2012,High,pip fruit,40.98,49
1701,Ed Ludwig,5/18/2012,High,misc. beverages,40.97,1
1891,Jeremy Ellison,12/14/2009,Low,ice cream,107.53,3
2022,Alan Hwang,3/14/2012,Critical,pot plants,3.95,45
2181,Kelly Lampkin,9/12/2011,Medium,beef,2.61,40
2181,Kelly Lampkin,9/12/2011,Medium,canned beer,3.49,3
2628,Eileen Kiefer,10/21/2010,Low,cat food,2.18,14
2628,Eileen Kiefer,10/21/2010,Low,whipped/sour cream,218.75,29
2691,Ted Trevino,4/29/2012,Low,shopping bags,260.98,14
2912,Tamara Dahlen,3/11/2012,Low,berries,2550.14,7
2912,Tamara Dahlen,3/11/2012,Low,whole milk,55.98,9
3235,James Lanier,11/14/2011,Low,root vegetables,4.71,31
3266,Edward Becker,3/16/2011,Low,pork,3.8,4
3363,Gary Zandusky,9/22/2011,High,sausage,415.88,21
3585,Ann Blume,11/22/2009,High,bottled water,10.06,27
3585,Ann Blume,11/22/2009,High,ice cream,1.68,34
3745,Erin Smith,9/28/2010,Low,berries,29.18,38
4128,Allen Golden,10/6/2011,Not Specified,bottled beer,9.99,38
4354,Erin Creighton,9/29/2009,Not Specified,pork,7.38,6
4550,Gary Zandusky,12/28/2009,High,ice cream,119.99,32
4743,Gary Zandusky,3/30/2010,Low,curd,12.97,29
4743,Gary Zandusky,3/30/2010,Low,sausage,20.89,32
5251,Tamara Dahlen,4/11/2011,Medium,rolls/buns,115.99,38
5283,Gary Zandusky,6/3/2009,Medium,other vegetables,125.99,23
5381,Edward Nazzal,1/28/2010,Low,other vegetables,107.53,47
5381,Edward Nazzal,1/28/2010,Low,root vegetables,2.18,27
5444,Frank Carlisle,3/17/2011,Critical,other vegetables,449.99,2
5601,Gary Hansen,1/5/2012,High,pastry,12.22,10
5760,Nancy Lomonaco,5/24/2009,Not Specified,other vegetables,150.98,34
6438,Anna Haberlin,5/16/2010,Not Specified,other vegetables,9.77,7
6438,Anna Haberlin,5/16/2010,Not Specified,citrus fruit,5.98,38
6592,Tamara Chand,12/1/2009,Low,white bread,6.84,29
6592,Tamara Chand,12/1/2009,Low,citrus fruit,48.91,33
6755,Kelly Lampkin,5/1/2011,High,whole milk,7.1,20
6918,Erin Ashbrook,7/1/2011,Critical,chocolate,39.48,38
7841,Darren Budd,5/20/2012,Not Specified,citrus fruit,49.34,21
7841,Darren Budd,5/20/2012,Not Specified,other vegetables,10.06,17
8103,Bill Stewart,11/2/2009,Low,sausage,29.17,16
8258,James Lanier,3/1/2009,High,root vegetables,11.34,37
8454,Christine Phan,8/15/2012,Medium,sausage,5.4,38
8710,Tamara Dahlen,1/4/2009,Critical,pip fruit,3.36,17
8710,Tamara Dahlen,1/4/2009,Critical,tropical fruit,3.71,42
8835,James Lanier,10/13/2009,Critical,pork,12.2,12
8960,Christine Phan,6/5/2010,Medium,whole milk,99.99,46
8960,Christine Phan,6/5/2010,Medium,mustard,85.99,15
9281,Alan Hwang,2/23/2012,Critical,citrus fruit,6.48,31
9281,Alan Hwang,2/23/2012,Critical,whole milk,2.78,24
9350,Darren Budd,10/31/2012,Critical,root vegetables,140.98,13
9350,Darren Budd,10/31/2012,Critical,citrus fruit,172.99,2
9665,Eugene Hildebrand,4/23/2009,Low,UHT-milk,46.89,50
9665,Eugene Hildebrand,4/23/2009,Low,soda,140.98,19
9665,Eugene Hildebrand,4/23/2009,Low,tropical fruit,212.6,49
9893,Edward Nazzal,8/16/2009,Medium,shopping bags,160.98,1
10183,Darren Budd,11/24/2009,Critical,bottled beer,25.98,48
10247,Edward Becker,1/10/2010,Medium,beef,4.98,21
10247,Edward Becker,1/10/2010,Medium,pip fruit,9.78,24
10371,Melanie Page,9/16/2009,High,root vegetables,15.73,10
10498,Jesus Ocampo,10/23/2010,Low,chicken,40.97,47
10624,Darren Powers,12/20/2009,Critical,bottled water,47.98,23
11425,Patrick Bzostek,6/22/2011,Critical,flour,16.91,29
11425,Patrick Bzostek,6/22/2011,Critical,pip fruit,155.99,23
11491,Darren Budd,8/17/2010,Low,whole milk,6.6,26
11491,Darren Budd,8/17/2010,Low,frankfurter,48.04,38
11841,Melanie Page,4/20/2010,Medium,canned beer,54.96,44
11841,Melanie Page,4/20/2010,Medium,whole milk,11.97,46
11878,Jesus Ocampo,2/24/2010,Not Specified,canned beer,6.3,18
11878,Jesus Ocampo,2/24/2010,Not Specified,butter milk,6.48,15
12130,Grace Kelly,12/9/2011,Not Specified,margarine,18.84,37
12130,Grace Kelly,12/9/2011,Not Specified,whole milk,35.99,42
12160,Darren Budd,12/12/2010,Low,whole milk,208.16,48
12160,Darren Budd,12/12/2010,Low,canned beer,24.98,2
12160,Darren Budd,12/12/2010,Low,salty snack,3.36,9
12258,Kelly Lampkin,11/30/2009,Low,root vegetables,180.98,3
12258,Kelly Lampkin,11/30/2009,Low,sausage,3.25,2
12258,Kelly Lampkin,11/30/2009,Low,brown bread,110.98,22
12258,Kelly Lampkin,11/30/2009,Low,other vegetables,3.95,27
12263,Dan Lawera,7/6/2011,High,sausage,39.48,12
12551,George Ashbrook,6/11/2012,Low,ham,125.99,46
12736,Henry MacAllister,3/8/2010,Low,domestic eggs,9.65,2
12768,Kelly Lampkin,4/8/2009,Critical,sausage,42.98,34
12837,Dave Hallsten,12/2/2012,Medium,root vegetables,2.88,22
12897,Edward Becker,7/18/2011,Not Specified,other vegetables,3.69,39
12897,Edward Becker,7/18/2011,Not Specified,citrus fruit,6.48,31
13030,Nancy Lomonaco,7/22/2009,Medium,pork,3.89,32
13091,Arthur Wiediger,11/15/2009,Medium,onions,6.48,12
13091,Arthur Wiediger,11/15/2009,Medium,other vegetables,20.34,39
13383,Duane Huffman,6/15/2012,Not Specified,chicken,20.34,35
13440,Jim Mitchum,10/13/2010,Not Specified,pip fruit,43.98,22
13479,Erin Ashbrook,12/4/2009,High,berries,99.99,3
13479,Erin Ashbrook,12/4/2009,High,whole milk,205.99,13
13633,Alan Hwang,4/3/2012,Not Specified,chicken,150.98,18
13633,Alan Hwang,4/3/2012,Not Specified,pork,38.94,39
13735,Edward Becker,5/21/2009,Medium,whole milk,7.64,36
13861,Andy Yotov,8/11/2010,High,pork,4.84,7
13892,Frank Hawley,4/27/2012,High,cat food,29.89,47
14023,Edward Becker,2/20/2010,Not Specified,finished products,21.38,36
14023,Edward Becker,2/20/2010,Not Specified,brown bread,9.99,48
14115,Jim Mitchum,8/14/2009,Not Specified,berries,6.28,24
14115,Jim Mitchum,8/14/2009,Not Specified,ham,85.99,46
14147,Theresa Coyne,3/7/2010,Not Specified,fish,41.94,8
14147,Theresa Coyne,3/7/2010,Not Specified,pastry,4.28,16
14147,Theresa Coyne,3/7/2010,Not Specified,sausage,4.28,45
14211,Frank Hawley,2/12/2009,Not Specified,whole milk,150.98,22
14211,Frank Hawley,2/12/2009,Not Specified,bottled beer,176.19,14
14368,Ivan Liston,9/10/2011,High,whole milk,105.98,5
14368,Ivan Liston,9/10/2011,High,sausage,34.58,37
14596,Darren Powers,1/10/2009,Critical,soda,8.34,24
14596,Darren Powers,1/10/2009,Critical,ham,3.28,19
14693,Darren Powers,1/9/2011,Critical,bottled beer,6.48,39
14693,Darren Powers,1/9/2011,Critical,sausage,20.98,38
14695,Anthony Witt,9/5/2012,High,sausage,48.58,40
14823,David Smith,2/12/2009,Low,sausage,7.31,15
14823,David Smith,2/12/2009,Low,sausage,6.7,20
15014,Ted Trevino,2/10/2010,Medium,pork,58.14,10
15972,Naresj Patel,8/9/2011,Not Specified,root vegetables,2.98,3
15972,Naresj Patel,8/9/2011,Not Specified,citrus fruit,5.81,2
16065,Ruben Ausman,7/20/2010,High,other vegetables,449.99,15
16065,Ruben Ausman,7/20/2010,High,whole milk,4,14
16096,Roy French,1/19/2011,High,yogurt,2.88,9
16160,Larry Hughes,7/23/2011,Critical,UHT-milk,10.89,50
16196,Magdelene Morse,10/20/2009,High,citrus fruit,320.98,44
16196,Magdelene Morse,10/20/2009,High,citrus fruit,125.99,39
16291,Gary Hansen,4/8/2011,Not Specified,whole milk,27.42,31
16519,Alan Hwang,6/10/2011,Medium,canned beer,4.18,39
16519,Alan Hwang,6/10/2011,Medium,rolls/buns,2.88,49
16548,Darren Budd,2/5/2012,Not Specified,sausage,3.28,22
16613,Nancy Lomonaco,12/24/2010,High,frozen fish,1.74,28
16771,Dan Lawera,9/28/2009,High,other vegetables,39.98,42
16804,Ed Ludwig,3/10/2012,High,rolls/buns,55.98,46
16804,Ed Ludwig,3/10/2012,High,tropical fruit,5.78,36
17024,Tamara Dahlen,10/13/2009,Medium,butter milk,42.98,31
17061,Ivan Liston,10/30/2012,Critical,sausage,2.88,28
17152,Dave Hallsten,3/12/2012,High,pastry,6.98,32
17187,Bill Stewart,9/23/2012,High,spread cheese,810.98,4
17252,Ivan Liston,4/29/2011,Not Specified,rolls/buns,48.91,48
17252,Ivan Liston,4/29/2011,Not Specified,frankfurter,296.18,49
17312,Nancy Lomonaco,5/20/2011,Not Specified,frankfurter,6.68,37
17312,Nancy Lomonaco,5/20/2011,Not Specified,condensed milk,125.99,41
17377,Erin Creighton,10/28/2011,Low,rolls/buns,2.78,39
17634,Alan Hwang,7/21/2012,High,frankfurter,89.99,5
17668,Erin Creighton,11/25/2009,Medium,rolls/buns,17.48,49
17668,Erin Creighton,11/25/2009,Medium,rolls/buns,300.98,24
17668,Erin Creighton,11/25/2009,Medium,other vegetables,205.99,13
17735,Ed Ludwig,7/12/2012,Low,sausage,6.81,45
17735,Ed Ludwig,7/12/2012,Low,coffee,3.78,28
17825,Larry Hughes,1/13/2010,Not Specified,pip fruit,37.76,26
17956,Kelly Lampkin,8/5/2010,Critical,citrus fruit,37.94,40
17956,Kelly Lampkin,8/5/2010,Critical,flour,111.03,17
17986,George Ashbrook,4/5/2012,Not Specified,frankfurter,2.08,43
18112,Henry MacAllister,3/16/2012,Not Specified,soda,6.45,13
18178,Naresj Patel,11/2/2009,Low,soda,4.48,43
18178,Naresj Patel,11/2/2009,Low,root vegetables,17.67,10
18182,Anna Haberlin,4/10/2011,Medium,pork,99.99,45
18182,Anna Haberlin,4/10/2011,Medium,frozen vegetables,55.5,45
18182,Anna Haberlin,4/10/2011,Medium,tropical fruit,33.29,12
18405,George Ashbrook,1/7/2009,Medium,citrus fruit,20.98,30
18405,George Ashbrook,1/7/2009,Medium,frankfurter,73.98,2
18531,Jeremy Ellison,10/29/2012,Critical,other vegetables,25.98,50
18533,Larry Hughes,11/6/2009,Not Specified,sweet spreads,15.31,27
18533,Larry Hughes,11/6/2009,Not Specified,frankfurter,7.99,5
18661,Erin Creighton,9/8/2012,Low,pork,95.98,12
18661,Erin Creighton,9/8/2012,Low,sausage,286.85,11
18723,Jonathan Howell,8/12/2009,Medium,pip fruit,55.99,1
18753,Erin Creighton,7/31/2009,Medium,bottled beer,128.24,31
18753,Erin Creighton,7/31/2009,Medium,beverages,160.98,33
19204,Linda Cazamias,9/18/2009,Medium,liver loaf,8.75,27
19204,Linda Cazamias,9/18/2009,Medium,frankfurter,55.98,28
19394,Darren Powers,12/25/2012,Medium,berries,20.99,16
19394,Darren Powers,12/25/2012,Medium,curd,125.99,5
19653,Edward Nazzal,9/11/2012,Not Specified,sausage,3.58,34
19687,George Ashbrook,8/13/2010,Medium,onions,1.48,33
19687,George Ashbrook,8/13/2010,Medium,soda,45.99,23
19716,Nat Carroll,9/29/2009,Low,soda,140.99,5
19782,Erin Ashbrook,10/18/2012,Low,chicken,1.81,18
20134,James Lanier,3/12/2011,Low,cream cheese ,20.97,26
20134,James Lanier,3/12/2011,Low,bottled water,6.48,47
20259,Anna Haberlin,5/24/2011,Critical,chocolate,12.88,42
20261,Duane Huffman,5/20/2009,Medium,cream cheese ,31.74,25
20261,Duane Huffman,5/20/2009,Medium,whole milk,6.35,36
20261,Duane Huffman,5/20/2009,Medium,whole milk,65.99,21
20453,Magdelene Morse,3/10/2011,Medium,fruit/vegetable juice,19.23,23
20453,Magdelene Morse,3/10/2011,Medium,onions,85.99,17
20614,Arthur Wiediger,5/18/2009,Not Specified,tropical fruit,73.98,47
20709,Gary Mitchum,8/11/2009,High,tropical fruit,4.13,4
20709,Gary Mitchum,8/11/2009,High,pastry,4.98,5
21025,George Ashbrook,9/11/2010,Not Specified,hamburger meat,15.98,38
21028,Gary Mitchum,6/7/2012,Critical,frankfurter,11.58,38
21125,Matt Hagelstein,2/26/2011,Not Specified,tropical fruit,9.27,17
21382,Andy Reiter,1/12/2012,Critical,butter,4.98,27
21604,Magdelene Morse,4/1/2012,Medium,rolls/buns,387.99,6
21824,Dave Hallsten,2/7/2011,Low,sausage,90.98,37
21893,Gary Zandusky,10/24/2011,Critical,citrus fruit,17.07,30
22054,Candace McMahon,7/29/2010,Medium,tropical fruit,6.98,32
